"d1","d2","legislator","auto_cluster","cluster_manual"
0.690378233262692,0.744741162470895,"Concha_Smith_Sara","right","derecha"
0.331039345864141,0.72178353544279,"Cordero_Velásquez_María Luisa","right","derecha"
0.61859912700524,0.781229709968833,"Cornejo_Lagos_Eduardo","right","derecha"
-0.694951728618044,0.545407451763337,"Cuello_Peña y Lillo_Luis Alberto","left","izquierda"
1.32056441769747,1.27765757930238,"De la Carrera_Correa_Gonzalo","right","derecha"
1.05386708338858,0.779814389326449,"Del Real_Mihovilovic_Catalina","right","derecha"
-0.693805085969048,0.626993368613741,"Delgado_Riquelme_Viviana","left","derecha"
0.65564711291195,0.785712210740609,"Donoso_Castro_Felipe","right","derecha"
0.763300019222965,0.951694429444896,"Durán_Espinoza_Jorge","right","derecha"
0.417081574014906,0.723323412351787,"Durán_Salinas_Eduardo","right","derecha"
0.768138512389236,0.784980289704877,"Flores_Oporto_Camila","right","derecha"
-0.69163681956973,0.70564100622255,"Fries_Monleón_Lorena","left","izquierda"
0.705556269850713,0.907637697204729,"Fuenzalida_Cobo_Juan","right","derecha"
-0.733028997994257,0.615434995805236,"Gazmuri_Vieira_Ana María","left","izquierda"
-0.62579617564491,0.444976247802369,"Giordano_Salazar_Andrés","left","izquierda"
-0.725830600840876,0.923249527611288,"González_Gatica_Félix","left","izquierda"
-0.657423531806009,0.545700397671494,"González_Olea_Marta","left","derecha"
0.522475004603346,0.711620876479024,"González_Villarroel_Mauro","right","derecha"
0.451660985812727,0.768275261529288,"Guzmán_Zepeda_Jorge","right","derecha"
-0.642483175149345,0.593609936479226,"Hertz_Cádiz_Carmen","left","izquierda"
-0.694844878471792,0.528296618754312,"Hirsch_Goldschmidt_Tomás","left","izquierda"
-0.669093184244636,0.527237130043749,"Ibáñez_Cotroneo_Diego","left","izquierda"
-0.477293727576544,0.585233469892533,"Ilabaca_Cerda_Marcos","left","izquierda"
1.01710419758219,0.873390668574754,"Irarrázaval_Rossel_Juan","right","derecha"
-0.507000784946024,1.15820830606277,"Jiles_Moreno_Pamela","left","izquierda"
-0.133152529042652,1.01962730056054,"Jouannet_Valderrama_Andrés","left","izquierda"
1.01091921612384,0.866528816980924,"Jürgensen_Rundshagen_Harry","right","derecha"
1.24805534439408,1.19079970578552,"Kaiser_Barents-Von Hohenhagen_Johannes","right","derecha"
1.17703871450735,1.03979777875387,"Labbé_Martínez_Cristian","right","derecha"
0.809759088491436,0.795215112791376,"Labra_Besserer_Paula","right","derecha"
-0.522718815152348,0.843101571107326,"Lagomarsino_Guzmán_Tomás","left","derecha"
0.630885631334328,0.788463732975197,"Lavín_León_Joaquín","right","derecha"
0.544369982685038,0.765038556383139,"Leal_Bizama_Henry","right","derecha"
0.304690420764448,0.873574534806332,"Lee_Flores_Enrique","right","derecha"
-0.445402161772717,0.628003496500926,"Leiva_Carvajal_Raúl","left","izquierda"
0.43414157015446,0.738169155860014,"Lilayu_Vivanco_Daniel","right","derecha"
0.504013024495103,0.851682836351628,"Longton_Herrera_Andrés","right","derecha"
-0.589188485678031,0.72055713829264,"Malla_Valenzuela_Luis","left","izquierda"
-0.624432988314544,0.656732920424412,"Manouchehri_Lobos_Daniel","left","izquierda"
0.667833965701878,0.781505384047975,"Martínez_Ramírez_Cristóbal","right","derecha"
-0.6303444198715,0.609576979982897,"Marzán_Pinto_Carolina","left","izquierda"
0.710509355288819,1.02331342175581,"Matheson_Villán_Christian","right","derecha"
-0.269029272974961,0.787746806442783,"Medina_Vásquez_Karen","left","derecha"
-0.45971674704964,0.562113221959625,"Mellado_Pino_Cosme","left","izquierda"
0.541937199774247,0.777192586968357,"Mellado_Suazo_Miguel","right","derecha"
-0.632870090266374,0.594603889782476,"Melo_Contreras_Daniel","left","izquierda"
0.960830375872993,0.833843901116378,"Meza_Pereira_José Carlos","right","derecha"
-0.540815849365318,0.708236313277047,"Mirosevic_Verdugo_Vlado","left","izquierda"
-0.776882816839083,0.688655416162971,"Mix_Jiménez_Claudia","left","izquierda"
-0.563629813059369,0.59199083601878,"Molina_Milman_Helia","left","izquierda"
-0.641436869943768,0.570800186794823,"Morales_Alvarado_Javiera","left","izquierda"
0.334396395897032,0.718869426928951,"Morales_Maldonado_Carla","right","derecha"
0.492533769713993,0.744495120099765,"Moreira_Barros_Cristhian","right","derecha"
1.0435677510916,0.822867964908262,"Moreno_Bascur_Benjamín","right","derecha"
-0.642299555517702,0.533773349814663,"Mulet_Martínez_Jaime","left","izquierda"
0.714698500227444,0.882451643613747,"Muñoz_González_Francesca","right","derecha"
-0.602149189953981,0.655180143520703,"Musante_Müller_Camila","left","derecha"
-0.485978402591932,0.571746008053058,"Naranjo_Ortiz_Jaime","left","izquierda"
1.25918615348146,1.04281178339381,"Naveillan_Arriagada_Gloria","right","derecha"
-0.69707263503754,0.593728344837416,"Nuyado_Ancapichún_Emilia","left","izquierda"
-0.693113824411775,0.681867221419545,"Ñanco_Vásquez_Coca Ericka","left","izquierda"
-0.106819700368821,0.802841775990606,"Olivera_De La Fuente_Erika","left","derecha"
-0.681870848888619,0.542071257282786,"Orsini_Pascal_Maite","left","izquierda"
0.401179467095839,0.787787871481338,"Ossandón_Irarrázabal_Ximena","right","derecha"
-0.421715712679276,0.685079107418273,"Oyarzo_Figueroa_Rubén Darío","left","derecha"
-0.676141921605982,0.517057690387012,"Palma_Pérez_Hernán","left","derecha"
0.59786453583906,0.80100905660245,"Pérez_Cartes_Marlene","right","derecha"
-0.0245211616901455,0.79555399702267,"Pérez_Olea_Joanna","left","derecha"
-0.509048388411459,0.326596972071769,"Pérez_Salinas_Catalina","left","izquierda"
0.0560278995715487,0.796927563919145,"Pino_Fuentes_Víctor Alejandro","left","derecha"
-0.716948691138934,0.5375614864132,"Pizarro_Sierra_Lorena","left","izquierda"
-0.664103420980246,0.497331848200566,"Placencia_Cabello_Alejandra","left","izquierda"
0.619486435420483,0.7908609550488,"Ramírez_Diez_Guillermo","right","derecha"
-0.722202311711655,0.586582531900887,"Ramírez_Pascal_Matías","left","izquierda"
0.478098326884783,0.769491279406215,"Raphael_Mora_Marcia","right","derecha"
0.51306729959715,0.801966135640014,"Rathgeb_Schifferli_Jorge","right","derecha"
0.342663183198552,0.737367161307202,"Rey_Martínez_Hugo","right","derecha"
-0.691386319969367,0.916246843146435,"Riquelme_Aliaga_Marcela","left","derecha"
-0.136258616654526,1.09662699093172,"Rivas_Sánchez_Gaspar","left","derecha"
-0.70255010753062,0.511941659782754,"Rojas_Valderrama_Camila","left","izquierda"
1.02467397872536,0.835636642802559,"Romero_Leiva_Agustín","right","derecha"
1.19682167049868,1.07995187905741,"Romero_Sáez_Leonidas","right","derecha"
0.39774491209593,0.767074293460765,"Romero_Talguia_Natalia","right","derecha"
-0.723721866165464,0.818209835430537,"Rosas_Barrientos_Patricio","left","izquierda"
-0.656572323915919,0.566920736607704,"Sáez_Quiroz_Jaime","left","izquierda"
-0.0499846829353679,0.764984732120727,"Saffirio_Espinoza_Jorge","left","derecha"
-0.667282767107446,0.517084400830867,"Sagardía_Cabezas_Clara","left","izquierda"
1.03894890837862,0.839788327956655,"Sánchez_Ossa_Luis","right","derecha"
-0.657530767171551,0.565771864133987,"Santana_Castillo_Juan","left","izquierda"
-0.682088686555324,0.576535661116217,"Santibáñez_Novoa_Marisela","left","izquierda"
0.482042571123628,0.737309825365224,"Sauerbaum_Muñoz_Frank","right","derecha"
0.512700346841818,0.743449432307195,"Schalper_Sepúlveda_Diego","right","derecha"
-0.707831271709272,0.585208138472531,"Schneider_Videla_Emilia","left","izquierda"
1.05782130653055,0.827652927638889,"Schubert_Rubio_Stephan","right","derecha"
-0.502604991975465,0.579626286929769,"Sepúlveda_Soto_Alexis","left","izquierda"
-0.694346671365044,0.528975909267618,"Serrano_Salazar_Daniela","left","izquierda"
-0.49460656633633,0.6818098162904,"Soto_Ferrada_Leonardo","left","izquierda"
-0.45298941233574,0.602269847509348,"Soto_Mardones_Raúl","left","izquierda"
0.616352404664765,0.733587482446839,"Sulantay_Olivares_Marco Antonio","right","derecha"
-0.579032138429679,0.566373762494934,"Tapia_Ramos_Cristián","left","derecha"
0.433221532977389,0.817560895148543,"Teao_Drago_Hotuiti","right","derecha"
-0.684788409140577,0.519932387570574,"Tello_Rojas_Carolina","left","izquierda"
0.981804470203574,0.814891144295998,"Trisotti_Martínez_Renzo","right","derecha"
-0.460536403839271,0.608354375802265,"Ulloa_Aguilera_Héctor","left","derecha"
0.474564761334035,0.788829528155743,"Undurraga_Gazitúa_Francisco","right","derecha"
-0.394262449243237,0.85904139662323,"Undurraga_Vicuña_Alberto","left","izquierda"
1.19020496206215,1.1571823289649,"Urruticoechea_Ríos_Cristóbal","right","derecha"
-0.740747973913378,0.655650597837322,"Veloso_Ávila_Consuelo","left","derecha"
-0.493061580135704,0.76818897671618,"Venegas_Salazar_Nelson","left","izquierda"
-0.551023496390635,0.757643868822136,"Videla_Castillo_Sebastián","left","derecha"
0.642308418628004,0.750337073421375,"Von Mühlenbrock_Zamora_Gastón","right","derecha"
0.731168092160274,0.792968069859769,"Weisse_Novoa_Flor","right","derecha"
-0.633154192799438,0.593932570331404,"Winter_Etcheberry_Gonzalo","left","izquierda"
-0.691392355633171,0.508201074708388,"Yeomans_Araya_Gael","left","izquierda"
-0.69275717259169,0.615695128440477,"Celedón_Fernández_Roberto","left","derecha"
-0.449668428796368,0.475001631874917,"De Rementería_Venegas_Tomás","left","izquierda"
